"ids","pcomplex","SUBUNIT-COMPOSITION","ECK","associated_gene_names"
"1577","HISTDEHYD-CPLX","2*HISTDEHYD-MONOMER","ECK2015","hisD"
"1669","HISTPHOSTRANS-CPLX","2*HISTPHOSTRANS-MONOMER","ECK2016","hisC"
"2147","IMIDHISTID-CPLX","2*IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER","ECK2017","hisB"
"444","GLUTAMIDOTRANS-CPLX","1*GLUTAMIDOTRANS-MONOMER,1*CYCLASE-MONOMER","ECK2018","hisH"
"1759","GLUTAMIDOTRANS-CPLX","1*GLUTAMIDOTRANS-MONOMER,1*CYCLASE-MONOMER","ECK2020","hisF"
"1709","CPLX0-8098","2*UGD-MONOMER","ECK2023","ugd"
"303","6PGLUCONDEHYDROG-CPLX","2*6PGLUCONDEHYDROG-MONOMER","ECK2024","gnd"
"1798","DTDPRHAMSYNTHMULTI-CPLX","1*DTDPDEHYDRHAMEPIM-MONOMER,1*DTDPDEHYRHAMREDUCT-MONOMER","ECK2032","rfbC"
"1890","CPLX0-8034","4*DTDPGLUCOSEPP-MONOMER","ECK2033","rfbA"
"1254","DTDPRHAMSYNTHMULTI-CPLX","1*DTDPDEHYDRHAMEPIM-MONOMER,1*DTDPDEHYRHAMREDUCT-MONOMER","ECK2034","rfbD"
"1348","DTDPGLUCDEHYDRAT-CPLX","2*DTDPGLUCDEHYDRAT-MONOMER","ECK2035","rfbB"
"1621","CPLX0-3881","2*FCL-MONOMER","ECK2046","fcl"
"1712","GDPMANDEHYDRA-CPLX","2*GDPMANDEHYDRA-MONOMER","ECK2047","gmd"
"824","CPLX0-7529","8*G7107-MONOMER,4*G7105-MONOMER","ECK2054","wzc"
"57","CPLX0-7529","8*G7107-MONOMER,4*G7105-MONOMER","ECK2056","wza"
"2338","DCTP-DEAM-CPLX","3*DCTP-DEAM-MONOMER","ECK2059","dcd"
"3592","TRANS-CPLX-202","3*EG11009-MONOMER,1*B2076-MONOMER,2*B2075-MONOMER,1*MDTA","ECK2071","mdtB"
"943","TRANS-CPLX-202","3*EG11009-MONOMER,1*B2076-MONOMER,2*B2075-MONOMER,1*MDTA","ECK2072","mdtC"
"2570","CPLX0-8186","2*GALACTITOLPDEHYD-MONOMER","ECK2084","gatD"
"2547","CPLX0-231","2*GATC-MONOMER,1*GATB-MONOMER,1*GATA-MONOMER","ECK2085","gatC"
"3911","CPLX0-231","2*GATC-MONOMER,1*GATB-MONOMER,1*GATA-MONOMER","ECK2086","gatB"
"3550","CPLX0-241","1*TAGAALDOL2-MONOMER,1*G7128-MONOMER","ECK2088","gatZ"
"3123","HMP-P-KIN-CPLX","4*HMP-P-KIN-MONOMER","ECK2096","thiD"
"1753","CPLX0-8211","2*THZ-KIN-MONOMER","ECK2097","thiM"
"1114","ABC-40-CPLX","1*YEHZ-MONOMER,1*YEHY-MONOMER,1*YEHX-MONOMER,1*YEHW-MONOMER","ECK2121","yehW"
"2001","ABC-40-CPLX","1*YEHZ-MONOMER,1*YEHY-MONOMER,1*YEHX-MONOMER,1*YEHW-MONOMER","ECK2122","yehX"
"606","ABC-40-CPLX","1*YEHZ-MONOMER,1*YEHY-MONOMER,1*YEHX-MONOMER,1*YEHW-MONOMER","ECK2123","yehY"
"734","ABC-40-CPLX","1*YEHZ-MONOMER,1*YEHY-MONOMER,1*YEHX-MONOMER,1*YEHW-MONOMER","ECK2124","osmF"
"2433","CYTIDEAM-CPLX","2*CYTIDEAM-MONOMER","ECK2136","cdd"
"699","CPLX0-7788","2*G7145-MONOMER,2*EG11289-MONOMER","ECK2139","yeiT"
"3655","CPLX0-7788","2*G7145-MONOMER,2*EG11289-MONOMER","ECK2140","yeiA"
"2094","ABC-18-CPLX","1*MGLA-MONOMER,2*MGLC-MONOMER,1*MGLB-MONOMER","ECK2141","mglC"
"2186","ABC-18-CPLX","1*MGLA-MONOMER,2*MGLC-MONOMER,1*MGLB-MONOMER","ECK2142","mglA"
"2275","ABC-18-CPLX","1*MGLA-MONOMER,2*MGLC-MONOMER,1*MGLB-MONOMER","ECK2143","mglB"
"2165","CPLX0-3954","4*EG12026-MONOMER","ECK2147","yeiG"
"2614","CPLX0-7904","4*EG12030-MONOMER","ECK2155","rihB"
"539","CPLX0-8233","3*EG12033-MONOMER","ECK2158","psuG"
"2129","CPLX-158","1*FRUB-MONOMER,2*FRUA-MONOMER","ECK2160","fruA"
"2025","1-PFK","2*1-PFK-MONOMER","ECK2161","fruK"
"2218","CPLX-158","1*FRUB-MONOMER,2*FRUA-MONOMER","ECK2162","fruB"
"1019","ABC-41-CPLX","1*YEJF-MONOMER,1*YEJB-MONOMER,1*YEJE-MONOMER,1*YEJA-MONOMER","ECK2171","yejA"
"966","ABC-41-CPLX","1*YEJF-MONOMER,1*YEJB-MONOMER,1*YEJE-MONOMER,1*YEJA-MONOMER","ECK2172","yejB"
"1041","ABC-41-CPLX","1*YEJF-MONOMER,1*YEJB-MONOMER,1*YEJE-MONOMER,1*YEJA-MONOMER","ECK2173","yejE"
"1118","ABC-41-CPLX","1*YEJF-MONOMER,1*YEJB-MONOMER,1*YEJE-MONOMER,1*YEJA-MONOMER","ECK2174","yejF"
"2118","CPLX0-3323","1*CCME-MONOMER,1*EG12054-MONOMER,1*EG12053-MONOMER,1*EG12052-MONOMER","ECK2186","ccmH"
"1637","CPLX0-3323","1*CCME-MONOMER,1*EG12054-MONOMER,1*EG12053-MONOMER,1*EG12052-MONOMER","ECK2187","ccmG"
"2209","CPLX0-3323","1*CCME-MONOMER,1*EG12054-MONOMER,1*EG12053-MONOMER,1*EG12052-MONOMER","ECK2188","ccmF"
"2297","CPLX0-3323","1*CCME-MONOMER,1*EG12054-MONOMER,1*EG12053-MONOMER,1*EG12052-MONOMER","ECK2189","ccmE"
"2297","ABC-35-CPLX","1*EG12169-MONOMER,1*CCMB-MONOMER,2*CCMA-MONOMER,1*CCME-MONOMER,1*CCMC-MONOMER","ECK2189","ccmE"
"1843","ABC-35-CPLX","1*EG12169-MONOMER,1*CCMB-MONOMER,2*CCMA-MONOMER,1*CCME-MONOMER,1*CCMC-MONOMER","ECK2190","ccmD"
"1300","ABC-35-CPLX","1*EG12169-MONOMER,1*CCMB-MONOMER,2*CCMA-MONOMER,1*CCME-MONOMER,1*CCMC-MONOMER","ECK2192","ccmB"
"2482","CPLX0-3241","1*NAPG-MONOMER,1*NAPH-MONOMER","ECK2196","napH"
"2574","CPLX0-3241","1*NAPG-MONOMER,1*NAPH-MONOMER","ECK2197","napG"
"1937","NAP-CPLX","1*NAPB-MONOMER,1*NAPA-MONOMER","ECK2198","napA"
"2253","CPLX0-1441","2*EG10255-MONOMER","ECK2201","eco"
"418","CPLX0-7533","3*EG10670-MONOMER","ECK2207","ompC"
"555","CPLX0-7916","1*G7948-MONOMER,1*RCSB-MONOMER","ECK2210","rcsB"
"555","CPLX0-7852","1*RCSB-MONOMER,1*EG11544-MONOMER","ECK2210","rcsB"
"555","PC00084","1*RCSB-MONOMER,1*PD02233","ECK2210","rcsB"
"41","CPLX0-7870","2*ATOS-MONOMER","ECK2212","atoS"
"2122","ACETOACETYL-COA-TRANSFER-CPLX","2*ATOA-MONOMER,2*ATOD-MONOMER","ECK2214","atoD"
"2122","ATOD-CPLX","2*ATOD-MONOMER","ECK2214","atoD"
"2212","ACETOACETYL-COA-TRANSFER-CPLX","2*ATOA-MONOMER,2*ATOD-MONOMER","ECK2215","atoA"
"2212","ATOA-CPLX","2*ATOA-MONOMER","ECK2215","atoA"
"2019","ACETYL-COA-ACETYLTRANSFER-CPLX","4*ACETYL-COA-ACETYLTRANSFER-MONOMER","ECK2217","atoB"
"1802","GLYCPDIESTER-PERI-CPLX","2*GLYCPDIESTER-PERI-MONOMER","ECK2231","glpQ"
"2301","ANGLYC3PDEHYDROG-CPLX","1*ANGLYC3PDEHYDROGSUBUNITA-MONOMER,1*ANGLYC3PDEHYDROGSUBUNITB-MONOMER,1*ANGLYC3PDEHYDROGSUBUNITC-MONOMER","ECK2233","glpA"
"2395","ANGLYC3PDEHYDROG-CPLX","1*ANGLYC3PDEHYDROGSUBUNITA-MONOMER,1*ANGLYC3PDEHYDROGSUBUNITB-MONOMER,1*ANGLYC3PDEHYDROGSUBUNITC-MONOMER","ECK2234","glpB"
"2486","ANGLYC3PDEHYDROG-CPLX","1*ANGLYC3PDEHYDROGSUBUNITA-MONOMER,1*ANGLYC3PDEHYDROGSUBUNITB-MONOMER,1*ANGLYC3PDEHYDROGSUBUNITC-MONOMER","ECK2235","glpC"
"185","CPLX0-7723","6*G7158-MONOMER","ECK2238","yfaU"
"860","CPLX0-7722","8*G7160-MONOMER","ECK2240","yfaW"
"2032","CPLX0-7718","6*G7168-MONOMER","ECK2248","arnA"
"397","CPLX0-7720","1*MONOMER0-2682,1*G7171-MONOMER","ECK2251","arnE"
"1395","MENE-CPLX","4*O-SUCCINYLBENZOATE-COA-LIG-MONOMER","ECK2254","menE"
"3890","CPLX0-7882","6*NAPHTHOATE-SYN-MONOMER","ECK2256","menB"
"2602","MENF-CPLX","2*MENF-MONOMER","ECK2259","menF"
"1965","CPLX0-3601","2*G7175-MONOMER","ECK2262","rbn"
"453","NADH-DHI-CPLX","1*NUOA-MONOMER,1*NUOH-MONOMER,1*NUOJ-MONOMER,1*NUOK-MONOMER,1*NUOL-MONOMER,1*NUOM-MONOMER,1*NUON-MONOMER,1*NUOI-MONOMER,1*NUOG-MONOMER,1*NUOF-MONOMER,1*NUOE-MONOMER,1*NUOC-MONOMER,1*NUOB-MONOMER","ECK2270","nuoN"
"527","NADH-DHI-CPLX","1*NUOA-MONOMER,1*NUOH-MONOMER,1*NUOJ-MONOMER,1*NUOK-MONOMER,1*NUOL-MONOMER,1*NUOM-MONOMER,1*NUON-MONOMER,1*NUOI-MONOMER,1*NUOG-MONOMER,1*NUOF-MONOMER,1*NUOE-MONOMER,1*NUOC-MONOMER,1*NUOB-MONOMER","ECK2271","nuoM"
"13","NADH-DHI-CPLX","1*NUOA-MONOMER,1*NUOH-MONOMER,1*NUOJ-MONOMER,1*NUOK-MONOMER,1*NUOL-MONOMER,1*NUOM-MONOMER,1*NUON-MONOMER,1*NUOI-MONOMER,1*NUOG-MONOMER,1*NUOF-MONOMER,1*NUOE-MONOMER,1*NUOC-MONOMER,1*NUOB-MONOMER","ECK2272","nuoL"
"88","NADH-DHI-CPLX","1*NUOA-MONOMER,1*NUOH-MONOMER,1*NUOJ-MONOMER,1*NUOK-MONOMER,1*NUOL-MONOMER,1*NUOM-MONOMER,1*NUON-MONOMER,1*NUOI-MONOMER,1*NUOG-MONOMER,1*NUOF-MONOMER,1*NUOE-MONOMER,1*NUOC-MONOMER,1*NUOB-MONOMER","ECK2273","nuoK"
"167","NADH-DHI-CPLX","1*NUOA-MONOMER,1*NUOH-MONOMER,1*NUOJ-MONOMER,1*NUOK-MONOMER,1*NUOL-MONOMER,1*NUOM-MONOMER,1*NUON-MONOMER,1*NUOI-MONOMER,1*NUOG-MONOMER,1*NUOF-MONOMER,1*NUOE-MONOMER,1*NUOC-MONOMER,1*NUOB-MONOMER","ECK2274","nuoJ"
"305","NADH-DHI-CPLX","1*NUOA-MONOMER,1*NUOH-MONOMER,1*NUOJ-MONOMER,1*NUOK-MONOMER,1*NUOL-MONOMER,1*NUOM-MONOMER,1*NUON-MONOMER,1*NUOI-MONOMER,1*NUOG-MONOMER,1*NUOF-MONOMER,1*NUOE-MONOMER,1*NUOC-MONOMER,1*NUOB-MONOMER","ECK2276","nuoH"
"381","CPLX0-3361","1*NUOB-MONOMER,1*NUOC-MONOMER,1*NUOE-MONOMER,1*NUOF-MONOMER,1*NUOG-MONOMER,1*NUOI-MONOMER","ECK2277","nuoG"
"381","NADH-DHI-CPLX","1*NUOA-MONOMER,1*NUOH-MONOMER,1*NUOJ-MONOMER,1*NUOK-MONOMER,1*NUOL-MONOMER,1*NUOM-MONOMER,1*NUON-MONOMER,1*NUOI-MONOMER,1*NUOG-MONOMER,1*NUOF-MONOMER,1*NUOE-MONOMER,1*NUOC-MONOMER,1*NUOB-MONOMER","ECK2277","nuoG"
"457","CPLX0-3361","1*NUOB-MONOMER,1*NUOC-MONOMER,1*NUOE-MONOMER,1*NUOF-MONOMER,1*NUOG-MONOMER,1*NUOI-MONOMER","ECK2278","nuoF"
"457","NADH-DHI-CPLX","1*NUOA-MONOMER,1*NUOH-MONOMER,1*NUOJ-MONOMER,1*NUOK-MONOMER,1*NUOL-MONOMER,1*NUOM-MONOMER,1*NUON-MONOMER,1*NUOI-MONOMER,1*NUOG-MONOMER,1*NUOF-MONOMER,1*NUOE-MONOMER,1*NUOC-MONOMER,1*NUOB-MONOMER","ECK2278","nuoF"
"530","CPLX0-3361","1*NUOB-MONOMER,1*NUOC-MONOMER,1*NUOE-MONOMER,1*NUOF-MONOMER,1*NUOG-MONOMER,1*NUOI-MONOMER","ECK2279","nuoE"
"530","NADH-DHI-CPLX","1*NUOA-MONOMER,1*NUOH-MONOMER,1*NUOJ-MONOMER,1*NUOK-MONOMER,1*NUOL-MONOMER,1*NUOM-MONOMER,1*NUON-MONOMER,1*NUOI-MONOMER,1*NUOG-MONOMER,1*NUOF-MONOMER,1*NUOE-MONOMER,1*NUOC-MONOMER,1*NUOB-MONOMER","ECK2279","nuoE"
"92","NADH-DHI-CPLX","1*NUOA-MONOMER,1*NUOH-MONOMER,1*NUOJ-MONOMER,1*NUOK-MONOMER,1*NUOL-MONOMER,1*NUOM-MONOMER,1*NUON-MONOMER,1*NUOI-MONOMER,1*NUOG-MONOMER,1*NUOF-MONOMER,1*NUOE-MONOMER,1*NUOC-MONOMER,1*NUOB-MONOMER","ECK2282","nuoA"
"756","CPLX0-7888","2*G7184-MONOMER","ECK2284","yfbQ"
"105","CPLX0-7625","2*G7185-MONOMER","ECK2285","yfbR"
"568","PHOSACETYLTRANS-CPLX","6*PHOSACETYLTRANS-MONOMER","ECK2291","pta"
"741","CPLX0-7806","2*G7194-MONOMER","ECK2296","yfcG"
"3798","FOLXTET-CPLX","8*H2NTPEPIM-MONOMER","ECK2297","folX"
"2493","ABC-3-CPLX","1*HISQ-MONOMER,2*HISP-MONOMER,1*HISM-MONOMER,1*ARGT-MONOMER","ECK2300","hisP"
"2493","ABC-14-CPLX","2*HISP-MONOMER,1*HISM-MONOMER,1*HISQ-MONOMER,1*HISJ-MONOMER","ECK2300","hisP"
"3561","ABC-3-CPLX","1*HISQ-MONOMER,2*HISP-MONOMER,1*HISM-MONOMER,1*ARGT-MONOMER","ECK2301","hisM"
"3561","ABC-14-CPLX","2*HISP-MONOMER,1*HISM-MONOMER,1*HISQ-MONOMER,1*HISJ-MONOMER","ECK2301","hisM"
"3621","ABC-3-CPLX","1*HISQ-MONOMER,2*HISP-MONOMER,1*HISM-MONOMER,1*ARGT-MONOMER","ECK2302","hisQ"
"3621","ABC-14-CPLX","2*HISP-MONOMER,1*HISM-MONOMER,1*HISQ-MONOMER,1*HISJ-MONOMER","ECK2302","hisQ"
"2584","ABC-14-CPLX","2*HISP-MONOMER,1*HISM-MONOMER,1*HISQ-MONOMER,1*HISJ-MONOMER","ECK2303","hisJ"
"3676","ABC-3-CPLX","1*HISQ-MONOMER,2*HISP-MONOMER,1*HISM-MONOMER,1*ARGT-MONOMER","ECK2304","argT"
"2069","PRPPAMIDOTRANS-CPLX","4*PRPPAMIDOTRANS-MONOMER","ECK2306","purF"
"3376","ACETYL-COA-CARBOXYLTRANSFER-CPLX","2*CARBOXYL-TRANSFERASE-ALPHA-MONOMER,2*CARBOXYL-TRANSFERASE-BETA-MONOMER","ECK2310","accD"
"3376","ACETYL-COA-CARBOXYLMULTI-CPLX","2*CARBOXYL-TRANSFERASE-BETA-MONOMER,2*CARBOXYL-TRANSFERASE-ALPHA-MONOMER,2*BIOTIN-CARBOXYL-MONOMER","ECK2310","accD"
"2125","CPLX0-7728","2*EG10454-MONOMER","ECK2312","truA"
"1667","CPLX0-8212","2*ERYTHRON4PDEHYDROG-MONOMER","ECK2314","pdxB"
"81","CPLX0-3201","2*EG10580-MONOMER","ECK2322","mepA"
"1581","AROC-CPLX","4*AROC-MONOMER","ECK2323","aroC"
"3665","CPLX0-1668","1*G7213-MONOMER,1*G7212-MONOMER","ECK2335","fadJ"
"830","CPLX0-1668","1*G7213-MONOMER,1*G7212-MONOMER","ECK2336","fadI"
"161","CPLX0-7713","2*PD00297","ECK2360","dsdC"
"2530","CPLX0-2161","1*G7233-MONOMER,1*EMRY-MONOMER,3*EG11009-MONOMER","ECK2363","emrY"
"2621","CPLX0-2161","1*G7233-MONOMER,1*EMRY-MONOMER,3*EG11009-MONOMER","ECK2364","emrK"
"3800","CPLX0-8032","2*G7234-MONOMER","ECK2367","yfdE"
"1763","CPLX0-7878","4*G7236-MONOMER","ECK2369","oxc"
"899","CPLX0-1142","2*G7237-MONOMER","ECK2370","frc"
"896","CPLX0-7887","2*G7242-MONOMER","ECK2375","yfdZ"
"2039","CPLX0-8119","1*MONOMER0-6,1*G7250-MONOMER,1*G7246-MONOMER","ECK2379","fryA"
"1138","CPLX0-8119","1*MONOMER0-6,1*G7250-MONOMER,1*G7246-MONOMER","ECK2382","fryC"
"2250","XANTHOSINEPHOSPHORY-CPLX","6*XANTHOSINEPHOSPHORY-MONOMER","ECK2401","xapA"
"1852","ACSERLYA-CPLX","2*ACSERLYA-MONOMER","ECK2409","cysK"
"1852","CYSSYNMULTI-CPLX","6*SERINE-O-ACETTRAN-MONOMER,2*ACSERLYA-MONOMER","ECK2409","cysK"
"2406","MONOMER0-2461","4*PD00369,4*PTSH-MONOMER","ECK2410","ptsH"
"2497","CPLX0-7938","2*PTSI-MONOMER","ECK2411","ptsI"
"2588","CPLX-168","2*TREB-MONOMER,1*CRR-MONOMER","ECK2412","crr"
"2588","CPLX-157","2*PTSG-MONOMER,1*CRR-MONOMER","ECK2412","crr"
"2588","CPLX0-7","1*MONOMER0-5,1*CRR-MONOMER","ECK2412","crr"
"703","PDXK-CPLX","2*PDXK-MONOMER","ECK2413","pdxK"
"1217","ACSERLYB-CPLX","2*ACSERLYB-MONOMER","ECK2416","cysM"
"1951","ABC-70-CPLX","1*SBP-MONOMER,1*CYSW-MONOMER,1*CYST-MONOMER,2*CYSA-MONOMER","ECK2417","cysA"
"1951","ABC-7-CPLX","2*CYSA-MONOMER,1*CYSW-MONOMER,1*CYST-MONOMER,1*CYSP-MONOMER","ECK2417","cysA"
"2238","ABC-70-CPLX","1*SBP-MONOMER,1*CYSW-MONOMER,1*CYST-MONOMER,2*CYSA-MONOMER","ECK2418","cysW"
"2238","ABC-7-CPLX","2*CYSA-MONOMER,1*CYSW-MONOMER,1*CYST-MONOMER,1*CYSP-MONOMER","ECK2418","cysW"
"2043","ABC-70-CPLX","1*SBP-MONOMER,1*CYSW-MONOMER,1*CYST-MONOMER,2*CYSA-MONOMER","ECK2419","cysU"
"2043","ABC-7-CPLX","2*CYSA-MONOMER,1*CYSW-MONOMER,1*CYST-MONOMER,1*CYSP-MONOMER","ECK2419","cysU"
"2137","ABC-7-CPLX","2*CYSA-MONOMER,1*CYSW-MONOMER,1*CYST-MONOMER,1*CYSP-MONOMER","ECK2420","cysP"
"817","CPLX0-7745","4*G7262-MONOMER","ECK2422","yfeT"
"590","CPLX0-7732","2*G7263-MONOMER","ECK2423","murQ"
"775","CPLX0-7","1*MONOMER0-5,1*CRR-MONOMER","ECK2424","murP"
"1757","CPLX0-7808","2*COPROGENOXI-MONOMER","ECK2431","hemF"
"330","CPLX0-7801","3*G7271-MONOMER","ECK2434","eutL"
"2112","ETHAMLY-CPLX","6*EUTB-MONOMER,6*EUTC-MONOMER","ECK2435","eutC"
"2330","ETHAMLY-CPLX","6*EUTB-MONOMER,6*EUTC-MONOMER","ECK2436","eutB"
"915","CPLX0-7613","6*G7286-MONOMER","ECK2451","eutN"
"992","CPLX0-7835","6*G7287-MONOMER","ECK2452","eutM"
"2964","CPLX0-7912","2*G7288-MONOMER","ECK2453","eutD"
"79","CPLX0-7836","6*G7292-MONOMER","ECK2457","eutS"
"243","MALIC-NADP-CPLX","6*MALIC-NADP-MONOMER","ECK2458","maeB"
"385","CPLX0-1261","1*TRANSKETOII-MONOMER","ECK2460","tktB"
"953","CPLX0-3971","2*EG12410-MONOMER","ECK2462","nudK"
"331","NARQ-CPLX","2*NARQ-MONOMER","ECK2464","narQ"
"2225","CPLX0-3932","3*ACRD-MONOMER,1*EG11703-MONOMER,3*EG11009-MONOMER","ECK2465","acrD"
"3847","SAICARSYN-CPLX","3*SAICARSYN-MONOMER","ECK2472","purC"
"274","CPLX0-3933","1*EG10952-MONOMER,1*EG10658-MONOMER,1*G7352-MONOMER,1*G6093-MONOMER,1*G7320-MONOMER","ECK2473","bamC"
"2605","CPLX0-250","1*MONOMER0-150,1*MONOMER0-151,1*MONOMER0-152,1*MONOMER0-153,1*MONOMER0-154,1*MONOMER0-141,1*MONOMER0-142,1*MONOMER0-143,1*MONOMER0-144","ECK2477","hyfA"
"2215","CPLX0-250","1*MONOMER0-150,1*MONOMER0-151,1*MONOMER0-152,1*MONOMER0-153,1*MONOMER0-154,1*MONOMER0-141,1*MONOMER0-142,1*MONOMER0-143,1*MONOMER0-144","ECK2478","hyfB"
"2742","CPLX0-250","1*MONOMER0-150,1*MONOMER0-151,1*MONOMER0-152,1*MONOMER0-153,1*MONOMER0-154,1*MONOMER0-141,1*MONOMER0-142,1*MONOMER0-143,1*MONOMER0-144","ECK2479","hyfC"
"2304","CPLX0-250","1*MONOMER0-150,1*MONOMER0-151,1*MONOMER0-152,1*MONOMER0-153,1*MONOMER0-154,1*MONOMER0-141,1*MONOMER0-142,1*MONOMER0-143,1*MONOMER0-144","ECK2480","hyfD"
"2398","CPLX0-250","1*MONOMER0-150,1*MONOMER0-151,1*MONOMER0-152,1*MONOMER0-153,1*MONOMER0-154,1*MONOMER0-141,1*MONOMER0-142,1*MONOMER0-143,1*MONOMER0-144","ECK2481","hyfE"
"2489","CPLX0-250","1*MONOMER0-150,1*MONOMER0-151,1*MONOMER0-152,1*MONOMER0-153,1*MONOMER0-154,1*MONOMER0-141,1*MONOMER0-142,1*MONOMER0-143,1*MONOMER0-144","ECK2482","hyfF"
"2581","CPLX0-250","1*MONOMER0-150,1*MONOMER0-151,1*MONOMER0-152,1*MONOMER0-153,1*MONOMER0-154,1*MONOMER0-141,1*MONOMER0-142,1*MONOMER0-143,1*MONOMER0-144","ECK2483","hyfG"
"1943","CPLX0-250","1*MONOMER0-150,1*MONOMER0-151,1*MONOMER0-152,1*MONOMER0-153,1*MONOMER0-154,1*MONOMER0-141,1*MONOMER0-142,1*MONOMER0-143,1*MONOMER0-144","ECK2484","hyfH"
"2501","CPLX0-8247","2*URAA-MONOMER","ECK2493","uraA"
"2058","URACIL-PRIBOSYLTRANS-CPLX","3*URACIL-PRIBOSYLTRANS-MONOMER","ECK2494","upp"
"2342","AIRS-CPLX","2*AIRS-MONOMER","ECK2495","purM"
"288","PPK-CPLX","2*PPK-MONOMER","ECK2497","ppk"
"288","CPLX0-2381","2*PPK-MONOMER,4*EG10859-MONOMER,2*EG10844-MONOMER,3*EG10743-MONOMER,2*ENOLASE-MONOMER","ECK2497","ppk"
"1258","PPX-CPLX","2*PPX-MONOMER","ECK2498","ppx"
"1028","CPLX0-8200","2*G7314-MONOMER","ECK2499","yfgF"
"3908","GMP-SYN-CPLX","2*GMP-SYN-MONOMER","ECK2503","guaA"
"2527","CPLX-3946","1*EG11072-MONOMER,4*EG11098-MONOMER","ECK2505","xseA"
"1113","CPLX0-3933","1*EG10952-MONOMER,1*EG10658-MONOMER,1*G7352-MONOMER,1*G6093-MONOMER,1*G7320-MONOMER","ECK2508","bamB"
"3849","NUCLEOSIDE-DIP-KIN-CPLX","4*NUCLEOSIDE-DIP-KIN-MONOMER","ECK2514","ndk"
"299","CPLX0-8122","6*EG12310-MONOMER","ECK2520","pepB"
"854","CPLX0-7908","4*EG12132-MONOMER","ECK2525","iscA"
"2899","CPLX0-248","2*G7325-MONOMER","ECK2527","iscS"
"613","CPLX0-7420","2*G7327-MONOMER","ECK2529","trmJ"
"689","HCAMULTI-CPLX","1*HCAC-MONOMER,1*HCAD-MONOMER,1*HCAA2-MONOMER,1*PHENYLPRODIOXY-MONOMER","ECK2535","hcaE"
"2126","HCAMULTI-CPLX","1*HCAC-MONOMER,1*HCAD-MONOMER,1*HCAA2-MONOMER,1*PHENYLPRODIOXY-MONOMER","ECK2536","hcaF"
"2216","HCAMULTI-CPLX","1*HCAC-MONOMER,1*HCAD-MONOMER,1*HCAA2-MONOMER,1*PHENYLPRODIOXY-MONOMER","ECK2537","hcaC"
"2305","HCAMULTI-CPLX","1*HCAC-MONOMER,1*HCAD-MONOMER,1*HCAA2-MONOMER,1*PHENYLPRODIOXY-MONOMER","ECK2539","hcaD"
"2592","ABC-60-CPLX","1*YPHD-MONOMER,1*G7342-MONOMER,1*YPHE-MONOMER","ECK2543","yphD"
"1955","ABC-60-CPLX","1*YPHD-MONOMER,1*G7342-MONOMER,1*YPHE-MONOMER","ECK2544","yphE"
"746","ABC-60-CPLX","1*YPHD-MONOMER,1*G7342-MONOMER,1*YPHE-MONOMER","ECK2545","yphF"
"1310","GLYOHMETRANS-CPLX","2*GLYOHMETRANS-MONOMER","ECK2548","glyA"
"1405","PIIPROTEIN-CPLX","3*PROTEIN-PII","ECK2550","glnB"
"3378","HOLO-ACP-SYNTH-CPLX","2*HOLO-ACP-SYNTH-MONOMER","ECK2561","acpS"
"1846","CPLX0-321","8*PDXJ-MONOMER","ECK2562","pdxJ"
"2882","RECFOR-CPLX","1*EG10828-MONOMER,1*EG10834-MONOMER,1*EG10832-MONOMER","ECK2563","recO"
"3381","CPLX0-3281","2*EG10857-MONOMER","ECK2565","rnc"
"2543","CPLX0-7648","2*G7348-MONOMER","ECK2569","rseB"
"1108","CPLX0-8189","4*G7350-MONOMER","ECK2582","pat"
"3581","CPLX0-8180","6*EG10157-MONOMER","ECK2590","clpB"
"3453","CPLX0-3933","1*EG10952-MONOMER,1*EG10658-MONOMER,1*G7352-MONOMER,1*G6093-MONOMER,1*G7320-MONOMER","ECK2593","yfiO"
"3514","CPLX0-3933","1*EG10952-MONOMER,1*EG10658-MONOMER,1*G7352-MONOMER,1*G6093-MONOMER,1*G7320-MONOMER","ECK2593","yfiO"
"3865","CPLX0-3933","1*EG10952-MONOMER,1*EG10658-MONOMER,1*G7352-MONOMER,1*G6093-MONOMER,1*G7320-MONOMER","ECK2593","yfiO"
"1495","CHORISMUTPREPHENDEHYDRAT-CPLX","2*CHORISMUTPREPHENDEHYDRAT-MONOMER","ECK2596","pheA"
"1585","CHORISMUTPREPHENDEHYDROG-CPLX","2*CHORISMUTPREPHENDEHYDROG-MONOMER","ECK2597","tyrA"
"1677","AROF-CPLX","2*AROF-MONOMER","ECK2598","aroF"
"3415","CPLX0-682","6*MONOMER0-541","ECK2611","nadK"
"3357","CPLX0-3933","1*EG10952-MONOMER,1*EG10658-MONOMER,1*G7352-MONOMER,1*G6093-MONOMER,1*G7320-MONOMER","ECK2613","smpA"
"2152","CPLX0-3933","1*EG10952-MONOMER,1*EG10658-MONOMER,1*G7352-MONOMER,1*G6093-MONOMER,1*G7320-MONOMER","ECK2613","smpA"
"239","CPLX0-7909","1*G7366-MONOMER,1*G7365-MONOMER","ECK2626","rnlA"
"239","CPLX0-8095","2*G7365-MONOMER","ECK2626","rnlA"
"1447","CPLX0-7688","4*SUCCSEMIALDDEHYDROG-MONOMER","ECK2655","gabD"
"3545","GABATRANSAM-CPLX","2*GABATRANSAM-MONOMER","ECK2656","gabT"
"858","CPLX0-8219","2*G7398-MONOMER","ECK2662","ygaP"
